timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-31T12:04:15,codecarbon,baca41b8-f0ba-4b39-96fd-339d019280e1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,80.16743787500309,3.0583649753347136e-05,3.814971584976073e-07,47.04106267800785,0.0,3.0,0.0011846414458382174,0.0,6.673538531346519e-05,0.0012513768311516829,0.0,Nepal,NPL,,,,macOS-26.5.2-arm64-arm-64bit,3.12.13,3.2.9,8,Apple M2,0,,,,16.0,process,97.4518987341772,0,78.09873417721519,5.206173087977156,N,1.0,0.0
